                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     21,                 0.8321,                0.61241,                 1.2288,                  0.424,                0.43126,                0.33391,                 0.2365,                 1.1783,                 4.2358,                 1.8008,               0.001183,               0.001183,               0.001183
                     22,                0.82622,                0.61085,                 1.2223,                0.40617,                0.43358,                0.34928,                0.24719,                 1.1718,                 3.6802,                  1.797,              0.0011707,              0.0011707,              0.0011707
                     23,                0.81566,                0.60171,                 1.2227,                0.42121,                0.43546,                0.34297,                0.24726,                 1.1478,                 3.9437,                  1.787,              0.0011584,              0.0011584,              0.0011584
                     24,                0.82176,                0.61296,                 1.2167,                0.41713,                0.41677,                0.33603,                   0.24,                 1.1194,                 3.8312,                 1.7613,              0.0011461,              0.0011461,              0.0011461
                     25,                0.81751,                0.60618,                 1.2249,                0.43707,                0.42168,                0.35005,                0.24329,                 1.1928,                 3.8425,                 1.8199,              0.0011338,              0.0011338,              0.0011338
                     26,                  0.805,                0.58693,                 1.2109,                0.44471,                 0.4125,                0.35115,                0.25158,                 1.1314,                 3.7583,                  1.779,              0.0011215,              0.0011215,              0.0011215
                     27,                0.80616,                0.59081,                 1.2164,                0.41865,                0.43411,                0.35157,                0.25129,                 1.1385,                 3.9265,                 1.7885,              0.0011092,              0.0011092,              0.0011092
                     28,                0.80653,                0.58422,                 1.2109,                0.41335,                0.42045,                0.35536,                0.24976,                 1.1482,                 3.9432,                 1.7831,              0.0010969,              0.0010969,              0.0010969
                     29,                0.80322,                0.58138,                 1.2138,                0.43004,                0.42662,                0.34811,                0.24298,                 1.1471,                 4.1939,                 1.7735,              0.0010845,              0.0010845,              0.0010845
                     30,                0.79322,                0.58606,                 1.2068,                0.42184,                0.42988,                0.34857,                0.24625,                 1.1378,                 4.0268,                 1.7844,              0.0010722,              0.0010722,              0.0010722
                     31,                0.79332,                0.58151,                 1.2098,                 0.4262,                 0.4338,                0.34763,                0.24899,                 1.1333,                 4.1211,                 1.7588,              0.0010599,              0.0010599,              0.0010599
                     32,                0.79177,                0.58329,                 1.2053,                0.41159,                 0.4486,                0.34123,                0.23334,                 1.1582,                 4.0711,                 1.7868,              0.0010476,              0.0010476,              0.0010476
                     33,                0.77797,                 0.5716,                 1.1874,                0.41446,                0.42931,                0.34912,                0.23867,                 1.1522,                 3.7694,                 1.8224,              0.0010353,              0.0010353,              0.0010353
                     34,                0.78393,                0.56781,                 1.2008,                 0.4155,                0.42488,                0.33355,                0.23135,                 1.1298,                 3.7821,                  1.762,               0.001023,               0.001023,               0.001023
                     35,                0.78731,                0.56683,                 1.1986,                0.42866,                0.41866,                0.34463,                0.24038,                 1.1477,                  3.855,                 1.7784,              0.0010107,              0.0010107,              0.0010107
                     36,                0.77687,                0.55535,                 1.1913,                0.42974,                0.40778,                0.35051,                0.24505,                 1.1374,                 4.0651,                 1.7516,             0.00099844,             0.00099844,             0.00099844
                     37,                0.78224,                0.55706,                 1.1945,                0.43167,                 0.4218,                0.34485,                0.24591,                  1.162,                 4.1766,                  1.804,             0.00098613,             0.00098613,             0.00098613
                     38,                 0.7776,                0.55927,                 1.1939,                0.41314,                0.43742,                0.34991,                0.25295,                 1.2321,                 4.3124,                 1.8715,             0.00097383,             0.00097383,             0.00097383
                     39,                0.77844,                 0.5527,                 1.1913,                0.42623,                0.43569,                0.34127,                0.24324,                 1.2593,                 4.3072,                 1.8874,             0.00096153,             0.00096153,             0.00096153
                     40,                0.77348,                0.55352,                 1.1905,                0.41926,                0.42456,                0.32819,                0.23075,                 1.1943,                 4.1555,                 1.8557,             0.00094923,             0.00094923,             0.00094923
                     41,                0.76811,                0.54455,                  1.187,                0.43943,                0.42752,                0.36027,                0.24728,                 1.1517,                 4.0035,                 1.7878,             0.00093693,             0.00093693,             0.00093693
                     42,                0.77116,                0.54818,                 1.1894,                0.43667,                0.43584,                0.35214,                0.24928,                 1.1298,                 4.0121,                 1.7564,             0.00092463,             0.00092463,             0.00092463
                     43,                0.76909,                0.55208,                 1.1894,                0.43883,                0.44541,                0.35499,                0.25013,                 1.1132,                 4.1787,                 1.7572,             0.00091232,             0.00091232,             0.00091232
                     44,                0.75785,                0.53983,                   1.18,                 0.4349,                0.43569,                0.34889,                0.24752,                 1.1214,                 3.9819,                 1.8005,             0.00090002,             0.00090002,             0.00090002
                     45,                0.75712,                0.53259,                 1.1795,                0.44268,                0.43365,                0.36005,                0.25499,                 1.1319,                 4.0073,                 1.7813,             0.00088772,             0.00088772,             0.00088772
                     46,                0.75179,                0.53439,                 1.1719,                0.44068,                0.42504,                0.35671,                0.24954,                 1.1912,                 4.0844,                 1.8651,             0.00087542,             0.00087542,             0.00087542
                     47,                0.75984,                0.53827,                 1.1786,                0.43417,                0.42973,                0.35083,                0.24931,                 1.1501,                 4.0483,                  1.815,             0.00086312,             0.00086312,             0.00086312
                     48,                0.75827,                0.53918,                 1.1764,                0.41862,                0.44126,                0.35532,                0.24953,                 1.1331,                 3.9655,                 1.7973,             0.00085081,             0.00085081,             0.00085081
                     49,                0.74995,                0.52907,                 1.1761,                0.42826,                0.43438,                0.34899,                0.24157,                 1.1547,                 4.3184,                 1.8351,             0.00083851,             0.00083851,             0.00083851
                     50,                0.73311,                0.50952,                 1.1662,                0.43212,                0.44178,                0.35163,                0.24652,                 1.0874,                 4.0759,                 1.7696,             0.00082621,             0.00082621,             0.00082621
                     51,                0.74471,                0.51806,                 1.1716,                0.43201,                0.44426,                0.35113,                0.25556,                 1.1065,                 4.0854,                 1.7714,             0.00081391,             0.00081391,             0.00081391
                     52,                0.74315,                0.51503,                 1.1685,                0.42504,                0.44257,                0.34848,                0.24789,                 1.1819,                 4.2029,                  1.864,             0.00080161,             0.00080161,             0.00080161
                     53,                0.74731,                0.52716,                 1.1722,                0.43038,                0.43893,                0.35627,                0.25021,                 1.1496,                 4.1021,                 1.8199,             0.00078931,             0.00078931,             0.00078931
                     54,                0.73541,                0.51502,                 1.1674,                0.43158,                0.43773,                0.35021,                0.25368,                 1.1966,                 4.1906,                 1.8669,               0.000777,               0.000777,               0.000777
                     55,                0.74239,                0.51918,                 1.1678,                0.42403,                0.44069,                0.35264,                0.25283,                  1.152,                 4.2723,                 1.8289,              0.0007647,              0.0007647,              0.0007647
                     56,                0.72491,                0.51239,                 1.1565,                0.43441,                0.41543,                0.35959,                0.26054,                 1.1514,                 4.2474,                 1.8334,              0.0007524,              0.0007524,              0.0007524
                     57,                0.72758,                0.50815,                 1.1553,                0.42371,                 0.4115,                0.35067,                0.24871,                 1.1321,                 4.0347,                 1.8049,              0.0007401,              0.0007401,              0.0007401
                     58,                0.71823,                0.50633,                 1.1543,                 0.4359,                0.43061,                0.36199,                0.26248,                 1.1022,                 4.0374,                 1.7455,              0.0007278,              0.0007278,              0.0007278
                     59,                 0.7301,                0.50869,                 1.1616,                0.42592,                0.43734,                0.35566,                0.25458,                 1.1164,                 4.1507,                  1.761,             0.00071549,             0.00071549,             0.00071549
                     60,                 0.7246,                0.50396,                 1.1568,                0.42308,                0.43795,                0.35978,                0.25632,                 1.1444,                 4.1605,                 1.8156,             0.00070319,             0.00070319,             0.00070319
                     61,                0.72769,                0.51258,                 1.1574,                0.40225,                0.45241,                0.36046,                0.25758,                 1.1107,                 3.9972,                 1.7758,             0.00069089,             0.00069089,             0.00069089
                     62,                0.71409,                0.49479,                 1.1485,                0.41852,                0.43416,                0.35578,                 0.2542,                 1.1268,                 4.0731,                 1.7828,             0.00067859,             0.00067859,             0.00067859
                     63,                0.71066,                0.49894,                 1.1486,                0.42747,                0.43462,                0.36004,                0.25499,                 1.1199,                 4.0389,                 1.7732,             0.00066629,             0.00066629,             0.00066629
                     64,                0.70928,                 0.4918,                 1.1413,                0.42139,                 0.4325,                0.35263,                0.25046,                 1.1108,                  4.123,                 1.7925,             0.00065398,             0.00065398,             0.00065398
                     65,                0.71176,                0.49195,                 1.1468,                0.42921,                0.43888,                0.35778,                  0.249,                 1.1281,                 4.2226,                 1.8171,             0.00064168,             0.00064168,             0.00064168
                     66,                0.71231,                0.48978,                  1.144,                0.42229,                0.43438,                0.35515,                0.25065,                 1.1392,                 4.2641,                 1.8228,             0.00062938,             0.00062938,             0.00062938
                     67,                0.71232,                0.49216,                  1.147,                0.42327,                0.45012,                0.35611,                0.25094,                 1.1307,                  4.223,                 1.8115,             0.00061708,             0.00061708,             0.00061708
                     68,                0.69705,                 0.4868,                 1.1436,                0.42202,                0.43677,                0.35092,                0.25064,                 1.1093,                 4.0992,                 1.7918,             0.00060478,             0.00060478,             0.00060478
                     69,                0.70261,                0.48389,                 1.1431,                0.42343,                0.44462,                0.35983,                0.25638,                    1.1,                 3.9504,                 1.7817,             0.00059248,             0.00059248,             0.00059248
                     70,                0.70161,                0.48634,                  1.139,                0.40941,                0.43909,                0.35155,                0.24694,                 1.1078,                 4.1959,                 1.8034,             0.00058017,             0.00058017,             0.00058017
                     71,                0.70246,                0.48418,                 1.1368,                0.41381,                 0.4383,                0.35267,                 0.2514,                 1.1113,                 4.2069,                 1.8162,             0.00056787,             0.00056787,             0.00056787
                     72,                0.69197,                0.47724,                 1.1379,                 0.4228,                0.43216,                0.35371,                0.24928,                 1.1177,                 4.1201,                 1.8092,             0.00055557,             0.00055557,             0.00055557
                     73,                0.68163,                0.46898,                 1.1281,                0.42014,                0.44911,                0.36243,                0.25395,                  1.119,                 4.2532,                 1.8147,             0.00054327,             0.00054327,             0.00054327
                     74,                0.68857,                0.47183,                 1.1274,                0.42184,                0.43722,                0.35373,                0.24902,                 1.0926,                 4.1964,                 1.7915,             0.00053097,             0.00053097,             0.00053097
                     75,                0.68173,                0.46316,                 1.1253,                0.42234,                 0.4375,                 0.3544,                0.25166,                  1.121,                 4.2314,                 1.8246,             0.00051866,             0.00051866,             0.00051866
                     76,                  0.696,                0.46942,                  1.137,                0.40752,                0.44095,                0.34978,                0.25084,                 1.1263,                 4.2228,                 1.8212,             0.00050636,             0.00050636,             0.00050636
                     77,                0.69309,                0.46959,                 1.1362,                0.42518,                0.43119,                 0.3557,                0.25463,                 1.1152,                 4.1717,                 1.8178,             0.00049406,             0.00049406,             0.00049406
                     78,                0.68735,                0.46714,                 1.1288,                0.42502,                0.43305,                0.35529,                0.25358,                 1.1059,                 4.1237,                 1.8155,             0.00048176,             0.00048176,             0.00048176
                     79,                  0.686,                0.46273,                 1.1303,                0.42618,                0.42515,                0.35972,                0.25663,                 1.0998,                 4.2091,                 1.7967,             0.00046946,             0.00046946,             0.00046946
                     80,                0.67766,                 0.4676,                 1.1277,                0.41705,                0.43971,                  0.363,                0.25595,                 1.1018,                 4.2565,                 1.7977,             0.00045716,             0.00045716,             0.00045716
                     81,                0.68339,                0.46469,                 1.1262,                0.42032,                0.43517,                0.35545,                0.25358,                 1.0952,                 4.3883,                 1.7994,             0.00044485,             0.00044485,             0.00044485
                     82,                0.67793,                0.45983,                 1.1245,                0.42526,                0.43976,                0.35763,                0.25583,                 1.0922,                 4.3003,                  1.792,             0.00043255,             0.00043255,             0.00043255
                     83,                0.66838,                0.45267,                 1.1215,                0.41405,                0.44224,                0.35812,                0.25669,                 1.0765,                 4.3534,                 1.7724,             0.00042025,             0.00042025,             0.00042025
                     84,                0.67951,                0.45847,                 1.1324,                0.42494,                0.43488,                0.35698,                0.25812,                 1.0998,                 4.3396,                 1.7833,             0.00040795,             0.00040795,             0.00040795
                     85,                0.66364,                0.45325,                  1.117,                0.40848,                 0.4478,                0.35754,                0.25564,                 1.1074,                 4.2362,                 1.7924,             0.00039565,             0.00039565,             0.00039565
                     86,                0.66871,                0.45163,                 1.1249,                0.42106,                0.43699,                0.35382,                0.25434,                  1.087,                 4.2866,                 1.7785,             0.00038334,             0.00038334,             0.00038334
                     87,                0.66758,                0.45476,                 1.1166,                0.42633,                 0.4388,                0.35781,                0.25804,                 1.1038,                 4.2581,                 1.7942,             0.00037104,             0.00037104,             0.00037104
                     88,                0.65861,                0.44927,                  1.115,                0.41659,                0.44649,                0.35968,                0.25763,                 1.1163,                 4.1597,                 1.8035,             0.00035874,             0.00035874,             0.00035874
                     89,                0.65772,                0.44942,                 1.1122,                0.42012,                0.44428,                0.35626,                0.25398,                 1.1043,                 4.1876,                 1.7818,             0.00034644,             0.00034644,             0.00034644
                     90,                0.65685,                0.45344,                 1.1143,                0.41767,                 0.4494,                0.35811,                0.25559,                 1.1019,                 4.1822,                 1.7834,             0.00033414,             0.00033414,             0.00033414
                     91,                0.64824,                0.43716,                 1.1121,                0.43124,                0.43474,                0.35918,                0.25727,                 1.0943,                 4.2253,                 1.7897,             0.00032184,             0.00032184,             0.00032184
                     92,                0.65269,                 0.4368,                 1.1107,                 0.4282,                0.44585,                0.35908,                0.25818,                 1.1004,                 4.2086,                 1.7841,             0.00030953,             0.00030953,             0.00030953
                     93,                0.65494,                0.44423,                 1.1166,                0.42059,                 0.4478,                 0.3555,                0.25612,                 1.1114,                  4.269,                 1.8032,             0.00029723,             0.00029723,             0.00029723
                     94,                0.64936,                0.43875,                   1.11,                0.42474,                0.44199,                0.35521,                0.25352,                 1.1104,                 4.3366,                 1.8076,             0.00028493,             0.00028493,             0.00028493
                     95,                 0.6428,                0.43941,                 1.1122,                0.42252,                0.44646,                 0.3564,                0.25464,                 1.1145,                 4.3296,                 1.8237,             0.00027263,             0.00027263,             0.00027263
                     96,                0.64483,                0.43555,                 1.1084,                0.42637,                0.44126,                0.35795,                0.25377,                 1.1231,                 4.2854,                 1.8278,             0.00026033,             0.00026033,             0.00026033
                     97,                0.64615,                0.42897,                  1.103,                0.42152,                0.44461,                0.35386,                0.25191,                 1.1243,                 4.3493,                 1.8281,             0.00024802,             0.00024802,             0.00024802
                     98,                0.63715,                0.43389,                 1.0995,                0.42248,                0.44519,                0.35236,                 0.2524,                 1.1478,                 4.3911,                 1.8516,             0.00023572,             0.00023572,             0.00023572
                     99,                0.63327,                 0.4279,                 1.0966,                0.42019,                0.44541,                0.35643,                0.25725,                 1.1404,                 4.3982,                  1.842,             0.00022342,             0.00022342,             0.00022342
                    100,                0.63946,                0.42707,                 1.1077,                0.41717,                0.44672,                0.35899,                0.25754,                   1.14,                 4.4058,                 1.8478,             0.00021112,             0.00021112,             0.00021112
                    101,                0.63424,                0.42152,                 1.0974,                0.41304,                0.44803,                0.35815,                0.25872,                 1.1325,                 4.4027,                 1.8394,             0.00019882,             0.00019882,             0.00019882
                    102,                0.63297,                0.42408,                 1.0975,                0.42456,                0.43903,                0.35968,                0.25805,                  1.118,                 4.3978,                 1.8185,             0.00018652,             0.00018652,             0.00018652
                    103,                0.62541,                0.42163,                 1.0965,                0.42544,                0.44065,                0.35902,                 0.2569,                 1.1037,                 4.3541,                 1.8079,             0.00017421,             0.00017421,             0.00017421
                    104,                0.63659,                 0.4261,                 1.1001,                0.42673,                0.43787,                0.36059,                0.26014,                 1.1002,                 4.3034,                  1.804,             0.00016191,             0.00016191,             0.00016191
                    105,                0.63483,                0.42319,                  1.101,                0.41438,                0.45041,                0.36065,                0.25935,                 1.1029,                 4.3239,                 1.8149,             0.00014961,             0.00014961,             0.00014961
                    106,                0.63179,                0.41806,                 1.1006,                0.42821,                0.43639,                0.36046,                0.25894,                  1.098,                 4.3087,                 1.8106,             0.00013731,             0.00013731,             0.00013731
                    107,                0.63278,                0.41918,                 1.0994,                0.42299,                0.44199,                0.36013,                0.25918,                 1.1081,                 4.3011,                 1.8197,             0.00012501,             0.00012501,             0.00012501
                    108,                0.62579,                0.41572,                 1.0961,                0.42725,                0.43807,                 0.3612,                0.25889,                 1.1109,                 4.2812,                 1.8185,              0.0001127,              0.0001127,              0.0001127
