                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    146,                0.80891,                0.58207,                 1.2151,                0.85609,                0.85832,                0.88812,                0.62564,                 1.0518,                0.63102,                 1.6715,               0.007129,               0.007129,               0.007129
                    147,                0.80555,                0.58366,                  1.215,                0.85185,                0.86301,                0.88622,                0.62152,                   1.05,                 0.6313,                 1.6736,              0.0071092,              0.0071092,              0.0071092
                    148,                0.79954,                0.57451,                 1.2093,                0.86716,                0.85022,                0.88679,                0.61993,                 1.0507,                0.62954,                 1.6741,              0.0070894,              0.0070894,              0.0070894
                    149,                 0.8097,                0.57672,                 1.2133,                0.85952,                0.86301,                0.88862,                0.62195,                 1.0474,                0.62724,                 1.6693,              0.0070696,              0.0070696,              0.0070696
                    150,                0.81242,                0.58351,                 1.2146,                 0.8479,                0.86008,                0.88628,                  0.619,                 1.0471,                0.62879,                 1.6681,              0.0070498,              0.0070498,              0.0070498
                    151,                 0.8029,                0.56801,                  1.208,                0.84077,                0.86138,                 0.8852,                0.62185,                 1.0456,                0.63394,                 1.6648,                0.00703,                0.00703,                0.00703
                    152,                0.80643,                 0.5863,                 1.2119,                0.87301,                0.83527,                0.88092,                0.62037,                 1.0472,                0.63352,                 1.6668,              0.0070102,              0.0070102,              0.0070102
                    153,                0.80952,                0.58964,                 1.2153,                0.86415,                0.84254,                0.88142,                0.62233,                 1.0466,                0.63422,                 1.6675,              0.0069904,              0.0069904,              0.0069904
                    154,                0.80817,                0.57392,                 1.2076,                0.85538,                0.84572,                0.88004,                0.62223,                 1.0443,                 0.6306,                 1.6683,              0.0069706,              0.0069706,              0.0069706
                    155,                 0.8117,                0.58253,                 1.2153,                0.82956,                0.86943,                0.88178,                 0.6217,                  1.043,                0.63114,                  1.666,              0.0069508,              0.0069508,              0.0069508
                    156,                0.80762,                0.58209,                 1.2119,                0.87288,                0.83344,                0.88153,                0.62246,                 1.0409,                0.63138,                 1.6648,               0.006931,               0.006931,               0.006931
                    157,                0.81083,                0.56978,                 1.2136,                0.86448,                0.84544,                0.88063,                0.62201,                 1.0433,                0.63274,                 1.6666,              0.0069112,              0.0069112,              0.0069112
                    158,                0.80091,                0.57954,                 1.2118,                0.86853,                0.83715,                 0.8788,                 0.6201,                 1.0446,                0.63374,                  1.669,              0.0068914,              0.0068914,              0.0068914
                    159,                0.80623,                0.58092,                 1.2113,                0.84343,                0.86208,                0.87845,                0.62019,                 1.0451,                0.63256,                 1.6639,              0.0068716,              0.0068716,              0.0068716
                    160,                 0.8098,                0.57667,                 1.2101,                0.85107,                0.85499,                0.88074,                0.62084,                 1.0416,                0.63314,                 1.6629,              0.0068518,              0.0068518,              0.0068518
                    161,                0.79417,                0.56467,                 1.2021,                0.85747,                0.84656,                 0.8804,                0.62153,                 1.0345,                0.63186,                 1.6539,               0.006832,               0.006832,               0.006832
                    162,                0.77968,                0.55034,                 1.1964,                0.87871,                0.82622,                0.87828,                 0.6196,                 1.0328,                0.63034,                 1.6531,              0.0068122,              0.0068122,              0.0068122
                    163,                0.79247,                0.57038,                 1.2027,                0.86662,                 0.8426,                0.87754,                0.61816,                 1.0365,                0.63147,                 1.6571,              0.0067924,              0.0067924,              0.0067924
                    164,                0.79873,                0.56504,                  1.207,                 0.8678,                0.84137,                0.87608,                 0.6176,                 1.0413,                0.63332,                 1.6617,              0.0067726,              0.0067726,              0.0067726
                    165,                0.78809,                0.56894,                    1.2,                0.87373,                0.83525,                0.87751,                0.61848,                 1.0344,                 0.6335,                 1.6545,              0.0067528,              0.0067528,              0.0067528
                    166,                0.79826,                0.56538,                 1.2015,                0.87169,                0.84204,                0.87903,                0.61844,                 1.0349,                0.63222,                 1.6574,               0.006733,               0.006733,               0.006733
                    167,                0.79755,                0.56612,                 1.2044,                0.87091,                0.84164,                0.87907,                0.61815,                 1.0367,                0.63384,                 1.6601,              0.0067132,              0.0067132,              0.0067132
                    168,                0.79506,                0.56197,                 1.2045,                0.88083,                0.83264,                0.87907,                 0.6218,                 1.0375,                0.62965,                   1.66,              0.0066934,              0.0066934,              0.0066934
                    169,                0.78052,                0.56353,                 1.1946,                0.87509,                0.84364,                0.88039,                0.62223,                 1.0349,                0.62947,                 1.6559,              0.0066736,              0.0066736,              0.0066736
                    170,                0.79207,                0.56679,                 1.2031,                0.87967,                0.84009,                0.88124,                0.62294,                 1.0394,                0.63001,                 1.6589,              0.0066538,              0.0066538,              0.0066538
                    171,                0.79048,                0.56563,                    1.2,                0.87279,                0.84703,                0.88135,                0.62367,                 1.0394,                0.62774,                 1.6572,               0.006634,               0.006634,               0.006634
                    172,                0.79212,                0.56542,                 1.1991,                0.87435,                0.84603,                0.88349,                0.62441,                 1.0412,                0.63006,                 1.6608,              0.0066142,              0.0066142,              0.0066142
                    173,                 0.7882,                0.56181,                 1.2048,                0.87823,                0.83875,                0.88442,                0.62534,                 1.0367,                0.62958,                 1.6574,              0.0065944,              0.0065944,              0.0065944
                    174,                0.78126,                 0.5577,                 1.1924,                0.87919,                 0.8435,                0.88507,                0.62719,                 1.0325,                 0.6285,                 1.6538,              0.0065746,              0.0065746,              0.0065746
                    175,                0.78832,                0.56459,                 1.1957,                0.87733,                 0.8465,                0.88582,                0.62665,                 1.0282,                0.62805,                 1.6481,              0.0065548,              0.0065548,              0.0065548
                    176,                0.78349,                0.55261,                 1.1968,                0.87082,                0.85055,                0.88456,                0.62781,                 1.0293,                0.62703,                 1.6481,               0.006535,               0.006535,               0.006535
                    177,                0.78746,                0.55934,                 1.1993,                0.87325,                0.85124,                0.88643,                0.62883,                 1.0288,                0.62456,                 1.6475,              0.0065152,              0.0065152,              0.0065152
                    178,                0.78404,                0.56459,                 1.1958,                0.86909,                0.85408,                0.88396,                0.62753,                 1.0288,                0.62363,                 1.6468,              0.0064954,              0.0064954,              0.0064954
                    179,                0.78547,                0.56074,                 1.1955,                0.86694,                0.85641,                 0.8853,                0.62553,                 1.0292,                0.62618,                 1.6494,              0.0064756,              0.0064756,              0.0064756
                    180,                0.79418,                0.56286,                 1.2013,                0.86954,                0.85388,                0.88432,                0.62339,                 1.0295,                0.62399,                   1.65,              0.0064558,              0.0064558,              0.0064558
                    181,                0.78808,                0.55504,                 1.1951,                0.88274,                0.84029,                0.88573,                0.62611,                 1.0272,                0.62128,                 1.6475,               0.006436,               0.006436,               0.006436
                    182,                0.78372,                0.56061,                 1.1984,                 0.8632,                0.86098,                0.88585,                0.62661,                 1.0277,                0.62011,                 1.6462,              0.0064162,              0.0064162,              0.0064162
                    183,                0.79584,                0.54782,                 1.1995,                 0.8624,                 0.8568,                0.88589,                0.62708,                 1.0292,                0.61948,                 1.6475,              0.0063964,              0.0063964,              0.0063964
                    184,                0.78169,                0.55255,                   1.19,                0.87862,                0.83925,                0.88429,                0.62683,                 1.0298,                0.61958,                 1.6474,              0.0063766,              0.0063766,              0.0063766
                    185,                0.77517,                0.54934,                 1.1903,                0.88003,                 0.8392,                0.88429,                0.62719,                 1.0278,                0.61974,                 1.6449,              0.0063568,              0.0063568,              0.0063568
                    186,                0.78285,                0.55368,                 1.1937,                0.87978,                0.83905,                0.88455,                0.62795,                 1.0269,                0.62025,                 1.6449,               0.006337,               0.006337,               0.006337
                    187,                0.77859,                0.54974,                 1.1917,                0.88908,                0.83758,                0.88354,                 0.6269,                 1.0281,                0.62165,                 1.6483,              0.0063172,              0.0063172,              0.0063172
                    188,                0.77247,                0.54648,                 1.1915,                0.89041,                 0.8366,                0.88357,                0.62712,                 1.0275,                0.62097,                 1.6474,              0.0062974,              0.0062974,              0.0062974
                    189,                0.77806,                0.54462,                 1.1892,                0.89128,                0.83245,                0.88259,                0.62753,                 1.0257,                0.62138,                 1.6449,              0.0062776,              0.0062776,              0.0062776
                    190,                0.77049,                0.54606,                 1.1874,                0.88994,                0.83103,                0.88386,                0.62754,                 1.0236,                0.62112,                 1.6432,              0.0062578,              0.0062578,              0.0062578
                    191,                0.78155,                 0.5428,                 1.1885,                0.88506,                0.83361,                0.88409,                0.62824,                 1.0237,                0.62035,                 1.6435,               0.006238,               0.006238,               0.006238
                    192,                0.78719,                0.55652,                 1.2031,                0.87174,                0.84282,                0.88598,                0.62916,                 1.0249,                0.62199,                 1.6436,              0.0062182,              0.0062182,              0.0062182
