                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     18,                 1.0769,                0.95907,                 1.4365,                0.79742,                0.75516,                0.80132,                0.53439,                 1.2022,                 0.9544,                 1.7868,              0.0011618,              0.0011618,              0.0011618
                     19,                 1.0736,                0.94168,                 1.4414,                 0.8162,                 0.7589,                0.80234,                0.53086,                 1.1996,                0.95701,                 1.7617,              0.0011461,              0.0011461,              0.0011461
                     20,                 1.0534,                0.92871,                 1.4316,                0.78913,                0.77229,                0.80343,                0.53953,                  1.158,                0.94464,                 1.7314,              0.0011303,              0.0011303,              0.0011303
                     21,                   1.06,                0.92397,                 1.4355,                0.75411,                0.76685,                0.75825,                 0.4994,                 1.2512,                 1.0045,                 1.8017,              0.0011146,              0.0011146,              0.0011146
                     22,                 1.0678,                0.93189,                 1.4398,                0.84765,                0.77828,                0.83144,                 0.5501,                   1.18,                0.88256,                 1.7343,              0.0010989,              0.0010989,              0.0010989
                     23,                 1.0578,                0.90642,                 1.4185,                  0.878,                0.73543,                0.82995,                0.55639,                 1.1526,                 0.8597,                  1.727,              0.0010832,              0.0010832,              0.0010832
                     24,                 1.0441,                0.90096,                 1.4175,                0.77205,                0.77727,                0.77562,                0.52514,                 1.1495,                  0.914,                 1.7277,              0.0010675,              0.0010675,              0.0010675
                     25,                 1.0422,                0.90236,                 1.4153,                0.82994,                0.79686,                0.84236,                0.58108,                 1.1246,                 0.8196,                   1.69,              0.0010517,              0.0010517,              0.0010517
                     26,                 1.0367,                0.88817,                 1.4046,                0.81995,                0.75295,                0.81413,                0.54736,                 1.1882,                0.90471,                 1.7636,               0.001036,               0.001036,               0.001036
                     27,                 1.0257,                0.86917,                 1.4048,                0.82737,                0.78373,                0.84461,                0.56399,                 1.1476,                0.80985,                 1.7354,              0.0010203,              0.0010203,              0.0010203
                     28,                 1.0109,                0.84778,                  1.386,                0.86209,                0.75841,                0.83554,                 0.5665,                 1.1511,                0.84124,                  1.729,              0.0010046,              0.0010046,              0.0010046
                     29,                 1.0178,                0.84921,                 1.3966,                0.87157,                0.77029,                0.82946,                0.56109,                 1.1509,                0.85385,                 1.7303,             0.00098887,             0.00098887,             0.00098887
                     30,                 1.0208,                0.85624,                 1.3918,                0.82336,                0.79602,                0.83726,                0.57243,                 1.1411,                0.81016,                 1.7376,             0.00097315,             0.00097315,             0.00097315
                     31,                 1.0016,                0.82614,                 1.3837,                0.82481,                 0.7867,                0.84099,                0.55905,                  1.164,                0.82734,                 1.7304,             0.00095743,             0.00095743,             0.00095743
                     32,                  1.002,                0.82817,                 1.3857,                0.84525,                0.75941,                0.82891,                0.56383,                 1.1235,                0.85335,                 1.6797,             0.00094171,             0.00094171,             0.00094171
                     33,                0.99698,                 0.8237,                 1.3774,                  0.839,                0.76185,                0.82209,                0.55833,                 1.1408,                0.85707,                 1.7132,             0.00092599,             0.00092599,             0.00092599
                     34,                0.99126,                0.82923,                 1.3724,                 0.8614,                0.74566,                0.82642,                 0.5545,                 1.1246,                0.84068,                 1.7149,             0.00091027,             0.00091027,             0.00091027
                     35,                0.98654,                0.79724,                 1.3605,                 0.8347,                0.78008,                0.82685,                0.55598,                 1.1466,                0.85284,                 1.7099,             0.00089455,             0.00089455,             0.00089455
                     36,                 0.9764,                0.79592,                 1.3603,                0.80555,                0.81044,                0.83577,                0.57154,                 1.1142,                 0.8225,                 1.6893,             0.00087884,             0.00087884,             0.00087884
                     37,                0.97182,                0.79803,                 1.3555,                0.80935,                  0.803,                0.82655,                0.55995,                 1.1468,                0.84088,                 1.7263,             0.00086312,             0.00086312,             0.00086312
                     38,                0.98236,                 0.7963,                 1.3624,                0.83579,                0.81693,                0.84973,                0.58634,                 1.1187,                 0.7727,                 1.6899,              0.0008474,              0.0008474,              0.0008474
                     39,                0.96228,                 0.7851,                   1.34,                0.85067,                 0.7957,                0.84667,                0.57864,                 1.1031,                0.80634,                  1.679,             0.00083168,             0.00083168,             0.00083168
                     40,                 0.9574,                0.75991,                 1.3409,                0.80865,                0.79676,                0.83413,                 0.5651,                 1.1168,                0.81487,                  1.689,             0.00081596,             0.00081596,             0.00081596
                     41,                0.97975,                0.78627,                  1.356,                0.82221,                0.78861,                0.82099,                0.55894,                 1.1336,                0.82116,                 1.7203,             0.00080024,             0.00080024,             0.00080024
                     42,                 0.9393,                 0.7607,                 1.3359,                0.83748,                0.78246,                0.84071,                 0.5659,                 1.1517,                0.80169,                 1.7167,             0.00078452,             0.00078452,             0.00078452
                     43,                0.94953,                0.74752,                 1.3292,                0.78384,                0.77877,                0.82734,                0.55856,                  1.142,                 0.8246,                 1.7116,              0.0007688,              0.0007688,              0.0007688
                     44,                0.94388,                0.75309,                 1.3362,                0.85447,                0.78964,                0.85737,                0.57999,                 1.1093,                0.79436,                 1.6634,             0.00075308,             0.00075308,             0.00075308
                     45,                0.94716,                0.74951,                 1.3329,                0.84271,                0.77347,                0.83002,                0.56577,                  1.141,                 0.8102,                 1.6904,             0.00073736,             0.00073736,             0.00073736
                     46,                0.92257,                0.72884,                 1.3168,                0.81759,                0.80412,                0.84404,                0.58344,                 1.1147,                0.78872,                 1.6741,             0.00072164,             0.00072164,             0.00072164
                     47,                0.92722,                0.72077,                 1.3169,                0.85159,                0.80565,                0.85236,                0.57344,                 1.1443,                0.76285,                 1.7179,             0.00070593,             0.00070593,             0.00070593
                     48,                 0.9118,                 0.7097,                  1.317,                0.82494,                0.80053,                0.84112,                0.56769,                 1.1304,                0.81178,                 1.7116,             0.00069021,             0.00069021,             0.00069021
                     49,                0.91325,                0.72221,                 1.3118,                0.85311,                0.80893,                 0.8494,                0.57872,                 1.1225,                0.79081,                 1.7001,             0.00067449,             0.00067449,             0.00067449
                     50,                0.93411,                0.71385,                 1.3275,                0.81936,                 0.8213,                0.85187,                0.59096,                 1.1062,                0.75282,                 1.6599,             0.00065877,             0.00065877,             0.00065877
                     51,                0.92041,                 0.7128,                 1.3139,                0.83978,                0.83085,                0.86108,                0.58104,                 1.1336,                0.75253,                 1.6901,             0.00064305,             0.00064305,             0.00064305
                     52,                0.91734,                0.71149,                 1.3116,                0.83547,                0.80523,                0.85445,                0.58317,                 1.1364,                0.76096,                 1.6955,             0.00062733,             0.00062733,             0.00062733
                     53,                0.92533,                0.70346,                 1.3168,                0.86112,                0.81122,                0.85702,                0.58571,                 1.1182,                0.73517,                 1.6713,             0.00061161,             0.00061161,             0.00061161
                     54,                0.90229,                0.70069,                 1.2991,                0.84472,                0.80645,                0.85604,                0.58263,                 1.1211,                0.75551,                 1.6931,             0.00059589,             0.00059589,             0.00059589
                     55,                0.90918,                0.70488,                 1.3003,                0.84361,                 0.8068,                0.85598,                0.58762,                 1.1086,                 0.7681,                 1.6702,             0.00058017,             0.00058017,             0.00058017
                     56,                0.88633,                0.67388,                 1.2881,                0.84944,                 0.8065,                 0.8515,                0.58316,                 1.1218,                0.74336,                 1.6888,             0.00056445,             0.00056445,             0.00056445
                     57,                0.88839,                0.66609,                 1.2908,                0.82946,                0.82738,                0.86791,                0.59936,                 1.1114,                0.70443,                 1.6771,             0.00054874,             0.00054874,             0.00054874
                     58,                0.89501,                0.67683,                 1.2965,                0.83772,                0.83694,                0.87042,                0.59817,                 1.0758,                0.69883,                 1.6405,             0.00053302,             0.00053302,             0.00053302
                     59,                0.87599,                0.66797,                 1.2812,                0.84048,                0.77301,                0.84363,                0.58823,                  1.112,                0.74907,                 1.7102,              0.0005173,              0.0005173,              0.0005173
                     60,                0.87733,                0.66274,                 1.2849,                0.87798,                 0.7856,                0.86742,                 0.5973,                 1.1005,                0.73181,                 1.6792,             0.00050158,             0.00050158,             0.00050158
                     61,                0.86817,                0.65634,                 1.2716,                0.88588,                0.79969,                0.86617,                0.59243,                 1.1182,                 0.7151,                 1.6975,             0.00048586,             0.00048586,             0.00048586
                     62,                0.88062,                0.66275,                 1.2873,                0.86003,                0.80515,                0.86024,                0.59234,                 1.1027,                 0.7208,                 1.6884,             0.00047014,             0.00047014,             0.00047014
                     63,                0.86668,                0.65269,                 1.2801,                 0.8166,                0.84378,                0.85958,                0.59573,                 1.1018,                0.72786,                 1.6892,             0.00045442,             0.00045442,             0.00045442
                     64,                0.87298,                0.64737,                  1.275,                 0.8645,                0.82724,                0.86998,                0.59996,                 1.1001,                0.70802,                 1.6796,              0.0004387,              0.0004387,              0.0004387
                     65,                0.85691,                0.64009,                 1.2687,                0.86743,                0.79516,                 0.8642,                0.59291,                 1.0832,                0.70489,                 1.6744,             0.00042298,             0.00042298,             0.00042298
                     66,                0.86572,                0.63908,                 1.2676,                0.86809,                0.81917,                0.87692,                0.59834,                 1.1044,                0.70002,                  1.685,             0.00040727,             0.00040727,             0.00040727
                     67,                0.84441,                0.63533,                 1.2564,                0.87064,                0.79317,                0.87777,                0.59987,                 1.0925,                0.70067,                 1.6841,             0.00039155,             0.00039155,             0.00039155
                     68,                0.85814,                0.64479,                 1.2637,                0.85395,                0.82051,                0.86589,                0.60166,                 1.0766,                0.69291,                 1.6704,             0.00037583,             0.00037583,             0.00037583
                     69,                0.84894,                0.62377,                 1.2618,                0.84013,                0.84607,                0.87373,                 0.6133,                  1.059,                0.68531,                 1.6425,             0.00036011,             0.00036011,             0.00036011
                     70,                0.84336,                0.61699,                 1.2574,                0.85357,                0.83035,                0.87233,                0.60031,                 1.0682,                0.70384,                 1.6561,             0.00034439,             0.00034439,             0.00034439
                     71,                 0.8388,                0.62835,                 1.2562,                0.86057,                0.84181,                0.87661,                0.60511,                 1.0849,                0.67504,                 1.6647,             0.00032867,             0.00032867,             0.00032867
                     72,                0.83206,                0.61758,                 1.2521,                0.84477,                0.84372,                0.87801,                0.60557,                 1.0723,                0.67861,                 1.6572,             0.00031295,             0.00031295,             0.00031295
                     73,                0.84868,                0.61783,                 1.2573,                0.86236,                 0.8342,                0.86604,                 0.5988,                 1.0893,                0.68909,                  1.671,             0.00029723,             0.00029723,             0.00029723
                     74,                0.82793,                0.60181,                 1.2418,                0.87371,                0.81646,                0.86507,                0.60337,                 1.0746,                0.69648,                  1.659,             0.00028151,             0.00028151,             0.00028151
                     75,                0.82767,                 0.6036,                 1.2435,                0.87165,                0.84255,                0.87378,                0.60263,                 1.0863,                0.67801,                 1.6675,             0.00026579,             0.00026579,             0.00026579
                     76,                0.83206,                0.60548,                 1.2461,                0.88118,                0.84813,                0.87615,                0.59867,                  1.082,                0.66922,                 1.6714,             0.00025007,             0.00025007,             0.00025007
                     77,                0.82216,                0.59763,                  1.239,                0.86478,                0.83393,                0.87424,                 0.6022,                 1.0654,                0.67417,                 1.6537,             0.00023436,             0.00023436,             0.00023436
                     78,                0.81455,                0.58338,                 1.2319,                0.86463,                0.84653,                0.87191,                0.60326,                  1.082,                0.67107,                 1.6744,             0.00021864,             0.00021864,             0.00021864
                     79,                 0.8198,                0.59464,                 1.2345,                0.87432,                0.81751,                0.87593,                0.60723,                 1.0601,                0.66282,                 1.6548,             0.00020292,             0.00020292,             0.00020292
                     80,                0.80654,                0.58184,                 1.2326,                0.85626,                0.85206,                0.87824,                0.60888,                 1.0713,                0.66473,                 1.6677,              0.0001872,              0.0001872,              0.0001872
                     81,                0.80913,                0.58109,                 1.2271,                0.87795,                0.83365,                0.87701,                0.60934,                 1.0628,                0.66796,                  1.657,             0.00017148,             0.00017148,             0.00017148
                     82,                 0.7898,                0.57854,                 1.2232,                0.87526,                0.83061,                0.88049,                0.61181,                 1.0602,                 0.6552,                 1.6569,             0.00015576,             0.00015576,             0.00015576
                     83,                 0.7994,                 0.5725,                 1.2232,                0.86575,                0.83519,                 0.8794,                 0.6072,                  1.069,                0.66918,                 1.6628,             0.00014004,             0.00014004,             0.00014004
                     84,                0.78594,                0.56291,                 1.2165,                0.86551,                 0.8648,                0.89034,                0.61896,                 1.0449,                0.64814,                 1.6349,             0.00012432,             0.00012432,             0.00012432
                     85,                0.79982,                 0.5758,                 1.2229,                0.87345,                0.83311,                0.88503,                0.61557,                 1.0514,                0.64894,                 1.6487,              0.0001086,              0.0001086,              0.0001086
                     86,                0.78709,                0.55748,                 1.2166,                0.86775,                0.84095,                0.88717,                0.61739,                 1.0581,                0.65003,                 1.6636,             9.2885e-05,             9.2885e-05,             9.2885e-05
                     87,                0.79031,                0.56533,                 1.2189,                0.87946,                0.84362,                0.88983,                 0.6162,                  1.057,                0.65212,                  1.656,             7.7166e-05,             7.7166e-05,             7.7166e-05
                     88,                0.78159,                0.55506,                 1.2127,                0.88038,                 0.8339,                0.88783,                 0.6132,                 1.0686,                0.65964,                 1.6702,             6.1447e-05,             6.1447e-05,             6.1447e-05
                     89,                0.78708,                0.56579,                 1.2108,                0.88034,                0.84737,                0.89008,                0.61811,                 1.0553,                0.64993,                 1.6564,             4.5728e-05,             4.5728e-05,             4.5728e-05
